user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets
11380,28,,1107.3,,Drama,2025-02-15,0
11381,34,,772.1,Chile,Crime,2023-03-17,0
11384,33,,576.7,Uruguay,Drama,2025-04-13,1
11386,47,,644.5,,Thriller,2019-04-23,0
11388,21,,1309.3,Uruguay,Thriller,2018-07-05,0
11390,20,,735.5,Colombia,Crime,2021-05-31,1
11391,16,,649.4,Colombia,Thriller,2023-07-11,0
11392,50,Premium,760.8,Argentina,Crime,2019-04-21,1
11393,30,,436.9,Uruguay,Crime,2019-02-03,1
11395,44,,594.1,Chile,Documental,2024-01-11,1
11397,41,,1449.8,,Thriller,2022-05-11,2
11398,26,,576.4,Uruguay,Crime,2023-02-02,2
11399,13,,801.5,Brasil,Romance,2022-02-28,2
11400,41,,629.1,Colombia,Documental,2025-07-09,1
11401,46,,482.2,Uruguay,Romance,2025-10-23,1
11403,38,,50.4,Chile,Crime,2022-09-13,0
11406,27,Básico,568.5,,Romance,2022-08-27,2
11407,26,Premium,954.4,Brasil,Romance,2025-05-06,0
11408,13,,676.6,Brasil,Thriller,2019-02-10,0
11409,28,,1340.1,,Comedia,2023-06-28,2
11410,26,,497.5,Chile,Documental,2024-11-26,1
11411,30,Premium,820.3,,Crime,2022-07-30,0
11412,45,,634.7,Uruguay,Thriller,2021-02-19,2
11413,35,,1046.9,,Comedia,2018-05-15,0
11414,40,,786.1,Colombia,Crime,2025-09-28,1
11415,45,,750.6,Argentina,Documental,2022-02-26,1
11417,52,Premium,1392.8,Argentina,Thriller,2022-12-22,1
11418,44,,615.3,Chile,Romance,2022-12-27,0
11420,13,,202.2,Brasil,Comedia,2022-01-25,1
11421,20,,847.2,Brasil,Thriller,2019-02-11,0
11422,0,,1061.9,Brasil,Comedia,2025-09-09,2
11423,38,Premium,1113.1,Argentina,Documental,2022-02-13,0
11424,22,,231.0,Brasil,Thriller,2024-02-09,2
11425,61,Premium,760.8,Brasil,Documental,2025-03-26,0
11429,30,,528.7,,Documental,2021-02-04,0
11430,40,,1238.4,Uruguay,Drama,2020-02-17,0
11432,27,,439.2,Uruguay,Thriller,2023-02-06,0
11433,38,,216.6,,Crime,2019-01-11,0
11434,20,,563.6,Perú,Thriller,2025-06-07,0
11435,37,Premium,598.3,Uruguay,Thriller,2020-05-18,2
11436,41,Básico,780.7,,Drama,2025-03-13,0
11437,43,,311.2,Chile,Romance,2025-03-04,0
11438,42,,1066.4,Brasil,Comedia,2024-09-11,0
11440,38,,0.0,Colombia,Crime,2018-07-27,1
11441,39,,1173.7,Chile,Romance,2021-09-28,0
11443,34,,434.7,Argentina,Thriller,2019-05-31,1
11444,27,Básico,490.0,Chile,Comedia,2024-05-01,1
11446,23,Premium,1190.5,Argentina,Documental,2018-10-09,0
11447,41,,402.3,Brasil,Comedia,2024-03-20,1
11448,20,Premium,666.5,,Crime,2020-04-28,0
11449,50,,285.5,Colombia,Comedia,2024-07-29,1
11450,42,,961.7,,Comedia,2020-06-03,0
11453,39,,1116.6,,Drama,2019-08-28,0
11454,26,,568.0,,Comedia,2024-09-07,2
11455,26,,733.7,Brasil,Thriller,2018-01-12,0
11456,43,,211.3,Chile,Crime,2021-02-09,0
11457,13,,1227.6,Uruguay,Romance,2019-08-16,1
11458,61,Premium,585.8,Brasil,Romance,2019-06-17,0
11460,40,,0.0,Chile,Drama,2020-10-23,0
11461,36,,51.8,Colombia,Thriller,2019-12-16,0
11464,25,Básico,579.0,Uruguay,Romance,2018-04-16,0
11468,26,,784.2,,Crime,2020-09-01,0
11469,26,,1183.3,Chile,Thriller,2024-08-08,0
11470,45,,859.5,Brasil,Romance,2021-08-19,0
11472,25,,492.9,Chile,Romance,2019-12-15,1
11473,61,,567.2,,Crime,2020-12-22,0
11474,37,,1238.9,Colombia,Comedia,2018-08-03,0
11476,23,,825.4,Colombia,Documental,2022-09-21,0
11477,54,,1319.5,Perú,Drama,2023-11-25,1
11478,55,,770.9,Colombia,Thriller,2019-04-11,0
11479,41,,899.2,Brasil,Comedia,2018-09-18,1
11480,31,Premium,1338.5,Argentina,Documental,2023-05-05,1
11481,25,,602.9,Uruguay,Romance,2023-01-11,0
11482,13,,427.7,,Romance,2022-01-22,0
11483,41,,537.2,,Documental,2023-10-04,2
11484,57,,864.9,,Thriller,2024-08-28,0
11486,29,,931.8,Chile,Drama,2023-01-26,0
11488,25,,563.4,Argentina,Documental,2020-06-26,0
11489,29,,158.0,Brasil,Comedia,2024-11-24,0
11491,34,,1134.9,Colombia,Comedia,2025-05-22,1
11492,26,Premium,1004.4,Brasil,Crime,2023-11-06,1
11493,38,Estándar,904.3,,Thriller,2021-05-20,0
11494,31,,633.3,,Documental,2023-02-20,1
11495,20,Premium,1481.1,Chile,Documental,2025-03-20,2
11496,40,,3756.6,Chile,Comedia,2018-05-08,0
11497,52,,504.4,Argentina,Crime,2018-09-07,1
11498,24,,388.5,Chile,Romance,2023-05-16,1
11499,47,,1007.4,Chile,Thriller,2022-07-04,0
11501,29,,491.2,,Thriller,2025-09-11,0
11502,13,,878.6,Argentina,Thriller,2019-03-19,0
11504,37,,306.1,Colombia,Crime,2025-12-27,0
11505,34,,850.3,Argentina,Romance,2022-12-22,1
11507,29,,698.4,Chile,Crime,2018-11-27,1
11510,59,,1037.8,Uruguay,Thriller,2019-08-31,0
11511,28,Premium,1430.8,,Comedia,2018-09-27,1
11512,17,,1367.5,Colombia,Thriller,2019-06-01,1
11513,39,,869.2,Colombia,Romance,2021-01-31,3
11514,47,,640.2,Colombia,Thriller,2025-01-01,0
11516,24,,1137.3,Argentina,Documental,2024-07-25,0
11519,29,,550.6,Brasil,Comedia,2021-08-24,0
11520,56,Premium,3750.9,Uruguay,Drama,2022-04-10,0
11521,29,,680.3,Uruguay,Comedia,2024-09-12,1
11522,42,,1114.4,Uruguay,Comedia,2023-12-14,1
11524,13,,348.2,Brasil,Comedia,2023-02-02,1
11525,36,,864.0,Argentina,Comedia,2023-09-02,0
11526,43,Premium,858.3,,Romance,2024-10-15,1
11527,26,,661.4,Argentina,Drama,2022-10-29,0
11528,35,,760.8,Colombia,Comedia,2019-02-11,0
11529,46,,920.0,Colombia,Comedia,2025-11-14,1
11530,36,,788.7,Argentina,Acción,2019-04-14,2
11531,17,Premium,1047.7,,Thriller,2025-05-05,0
11532,41,,1082.8,Uruguay,Crime,2025-04-20,1
11534,42,Premium,1252.3,,Romance,2020-05-30,0
11535,41,,1095.4,Brasil,Comedia,2022-10-28,1
11536,38,,746.7,Colombia,Documental,2023-01-24,0
11539,30,,434.2,Chile,Crime,2021-10-20,2
11542,21,Premium,1082.3,Chile,Comedia,2022-08-31,2
11543,47,,368.5,,Comedia,2019-01-25,3
11544,42,Premium,1377.7,Colombia,Thriller,2021-07-04,1
11545,37,,401.3,,Comedia,2022-10-15,2
11548,31,Básico,972.8,Chile,Romance,2020-11-10,1
11549,32,,734.0,,Thriller,2022-03-14,0
11550,36,Premium,1246.8,Colombia,Drama,2019-09-18,1
11552,13,Premium,760.8,Chile,Comedia,2023-04-27,2
11554,39,,851.4,Argentina,Comedia,2019-01-09,0
11555,30,,1042.2,Colombia,Crime,2018-12-16,1
11556,44,,376.5,Colombia,Crime,2019-01-17,0
11557,31,Premium,760.8,Brasil,Thriller,2022-11-04,1
11558,51,,758.9,Argentina,Crime,2019-01-31,0
11559,35,,392.5,,Crime,2022-03-07,1
11560,34,Premium,760.8,México,Crime,2019-06-17,2
11561,30,,105.3,Argentina,Comedia,2024-03-28,1
11564,23,,207.5,Chile,Thriller,2024-04-19,1
11565,17,,712.5,,Thriller,2024-04-19,1
11566,26,,760.8,Colombia,Romance,2021-09-12,0
11567,17,,1071.7,Colombia,Documental,2025-07-07,0
11569,37,,1200.6,,Comedia,2022-08-10,0
11570,25,,1257.2,Uruguay,Drama,2021-12-19,0
11571,44,,4096.4,Chile,Crime,2025-06-18,1
11572,53,,418.7,Uruguay,Comedia,2022-09-29,1
11573,44,,470.3,Colombia,Thriller,2018-07-30,1
11575,30,,1234.1,,Drama,2024-09-25,0
11577,13,Premium,883.6,,Comedia,2021-12-11,1
11579,30,,787.0,,Thriller,2024-06-25,0
11580,18,,448.1,Argentina,Thriller,2029-01-01,1
11581,53,Premium,1064.8,,Documental,2020-05-21,0
11582,42,,1052.9,,Comedia,2019-09-26,0
11583,49,,1118.5,Uruguay,Romance,2025-05-13,5
11584,18,,852.8,,Romance,2023-05-30,0
11585,39,Premium,1040.7,Brasil,Crime,2020-07-07,1
11589,29,Premium,1230.8,Chile,Comedia,2022-02-14,0
11591,25,,271.9,Argentina,Crime,2021-02-15,2
11593,38,,533.9,,Thriller,2020-07-15,1
11594,28,,890.1,Chile,Comedia,2022-10-24,0
11595,23,,798.9,Colombia,Romance,2024-04-16,1
11596,47,,472.3,,Romance,2024-12-21,1
11597,44,Premium,847.1,Uruguay,Romance,2024-11-18,1
11598,37,,50000.0,Uruguay,Crime,2025-07-27,1
11601,37,,371.2,,Drama,2018-04-18,0
11602,13,Premium,828.4,Colombia,Comedia,2024-10-30,1
11603,40,,639.8,Colombia,Comedia,2025-05-18,0
11604,72,,290.7,Uruguay,Documental,2025-10-11,1
11607,34,,1144.7,,Documental,2020-01-09,1
11608,50,,868.1,Argentina,Documental,2021-01-24,1
11609,30,Premium,1066.9,Uruguay,Thriller,2025-11-18,2
11610,41,,1214.7,Chile,Documental,2021-06-19,1
11611,13,,945.8,Uruguay,Drama,2021-10-23,0
11613,22,,653.6,Uruguay,Comedia,2018-01-26,0
11614,40,,1235.7,,Thriller,2020-01-14,1
11615,22,,432.2,,Comedia,2019-08-10,0
11619,14,,463.9,Argentina,Crime,2018-10-13,1
11623,13,,487.5,,Romance,2019-01-11,1
11624,16,,888.5,Uruguay,Drama,2023-12-13,0
11625,37,,228.6,Chile,Crime,2020-05-31,1
11626,26,,758.0,Argentina,Romance,2022-03-21,0
11627,43,Premium,1451.0,Brasil,Romance,2022-09-16,0
11628,35,,222.4,Argentina,Romance,2023-02-02,1
11629,43,,1550.9,Chile,Thriller,2021-10-28,1
11630,31,,880.5,Chile,Documental,2019-10-07,1
11632,26,,765.2,Brasil,Thriller,2021-06-30,0
11633,51,,1069.1,Argentina,Comedia,2021-08-21,0
11635,34,,1082.1,Chile,Drama,2024-09-08,0
11636,43,,697.6,Colombia,Comedia,2018-12-14,0
11637,17,,492.9,Colombia,Documental,2018-08-04,2
11638,29,Premium,1538.6,Argentina,Comedia,2019-09-30,1
11639,27,Premium,1079.3,Uruguay,Romance,2019-10-07,0
11640,41,,960.9,Argentina,Drama,2024-12-05,2
11642,41,,632.2,Chile,Documental,2025-07-23,2
11643,35,,1198.6,,Drama,2018-12-01,0
11644,36,Premium,369.0,Uruguay,Thriller,2021-01-19,0
11645,28,,209.2,Uruguay,Romance,2022-12-20,0
11646,47,,3652.5,Uruguay,Comedia,2025-06-04,1
11647,14,,595.2,Uruguay,Thriller,2022-10-03,3
11650,32,,1076.4,Chile,Crime,2022-12-16,1
11652,33,,579.7,Uruguay,Romance,2021-01-23,0
11655,26,,1087.1,Chile,Comedia,2019-04-12,1
11656,35,Premium,1212.4,Uruguay,Romance,2021-11-14,1
11658,55,,1249.5,Argentina,Comedia,2019-03-31,1
11660,42,,403.7,,Drama,2025-08-09,0
11661,17,Premium,1591.1,Uruguay,Romance,2025-08-11,1
11662,41,,631.6,,Drama,2024-08-26,0
11663,39,,365.3,Brasil,Documental,2023-06-17,0
11664,29,,973.6,Colombia,Comedia,2023-11-29,1
11665,22,,985.9,Brasil,Crime,2025-06-25,1
11668,30,,1025.6,Brasil,Thriller,2020-06-22,1
11670,22,,1262.3,Brasil,Crime,2024-09-20,2
11671,19,,809.5,Brasil,Drama,2018-08-13,1
11672,0,,862.2,,Comedia,2018-02-01,0
11673,27,,574.3,Uruguay,Crime,2020-04-17,0
11675,45,,1158.7,Uruguay,Comedia,2020-05-15,0
11676,35,,1241.2,Brasil,Drama,2019-07-17,0
11683,39,,468.9,,Crime,2022-10-30,1
11685,30,,594.4,Chile,Crime,2019-06-14,0
11686,4,,1185.4,Argentina,Drama,2022-04-07,0
11687,29,,450.4,,Drama,2023-12-22,1
11688,13,,534.0,,Crime,2025-11-22,1
11689,36,Premium,1096.6,Uruguay,Thriller,2020-07-31,0
11691,13,,367.1,,Comedia,2024-04-07,1
11692,42,,14.9,Brasil,Romance,2025-06-29,0
11693,46,,936.9,Brasil,Comedia,2021-12-21,0
11694,35,Premium,1136.4,Chile,Documental,2018-10-23,1
11695,18,,593.4,Uruguay,Thriller,2022-06-15,0
11696,30,Premium,780.9,Chile,Comedia,2018-06-23,0
11698,25,,688.0,,Documental,2018-03-18,0
11699,47,,219.1,Colombia,Drama,2023-02-27,1
11700,53,Premium,876.2,,Documental,2018-11-15,1
11701,22,,1021.7,,Romance,2021-07-06,1
11702,36,Premium,1444.0,Argentina,Comedia,2024-06-16,1
11703,20,Premium,1194.9,Colombia,Documental,2022-10-25,1
11704,39,,442.2,,Comedia,2024-06-06,1
11705,35,,522.9,,Comedia,2022-07-15,0
11706,27,,917.3,Brasil,Comedia,2025-12-16,1
11707,37,,677.1,Argentina,Romance,2025-03-07,0
11709,30,,715.1,Argentina,Comedia,2021-03-31,1
11710,52,,532.4,Argentina,Comedia,2019-04-17,1
11712,37,,652.5,Chile,Comedia,2029-01-01,0
11713,35,,178.1,Brasil,Thriller,2021-08-23,2
11716,36,Estándar,736.9,,Drama,2023-02-28,1
11717,36,Premium,682.8,Colombia,Crime,2025-09-25,2
11718,38,,700.4,Colombia,Documental,2022-01-22,0
11720,33,,704.3,Brasil,Thriller,2022-11-24,0
11722,34,,848.4,Chile,Documental,2020-09-23,0
11723,41,,1144.0,Chile,Comedia,2022-11-20,4
11724,42,,322.8,Argentina,Comedia,2024-08-09,0
11726,20,,988.4,Chile,Crime,2023-11-17,1
11728,33,,80.6,,Drama,2022-06-10,3
11729,59,Premium,4068.7,Brasil,Drama,2021-06-24,0
11730,39,,935.6,Colombia,Comedia,2021-10-22,2
11732,40,,151.6,Colombia,Romance,2021-09-26,1
11733,42,,543.9,Brasil,Crime,2019-11-20,2
11734,34,,572.0,,Thriller,2018-11-09,0
11735,39,,612.7,Brasil,Romance,2023-09-22,0
11736,42,,511.4,Brasil,Comedia,2025-02-06,0
11737,57,,529.8,Chile,Crime,2019-04-13,1
11738,18,,1070.7,Argentina,Romance,2023-12-14,2
11740,33,,578.1,,Crime,2020-03-05,1
11741,18,Premium,4148.3,Argentina,Documental,2021-12-02,3
11742,43,,467.7,,Drama,2021-12-09,1
11744,43,,1097.3,,Romance,2019-08-28,1
11745,39,Premium,889.0,Brasil,Comedia,2020-08-25,0
11747,40,,419.7,,Drama,2019-08-23,1
11749,37,Premium,1111.5,Colombia,Crime,2020-03-19,2
11752,40,,621.4,Uruguay,Comedia,2019-09-19,1
11753,52,Premium,1330.7,Chile,Thriller,2025-05-08,0
11754,29,Premium,1440.0,,Thriller,2018-11-05,0
11755,37,,476.9,Argentina,Thriller,2019-12-27,0
11756,49,,685.0,,Documental,2025-01-16,2
11757,29,,1323.4,Colombia,Documental,2023-07-17,0
11758,27,Premium,1663.4,Brasil,Drama,2023-03-16,2
11760,25,,353.5,Argentina,Comedia,2024-07-01,1
11762,48,,1358.3,Uruguay,Romance,2025-08-21,2
11764,37,,917.4,Colombia,Drama,2025-03-18,1
11765,31,,237.4,Argentina,Drama,2025-02-15,0
11766,39,,481.5,Chile,Thriller,2025-01-02,1
11767,49,,586.9,Argentina,Crime,2021-08-16,1
11768,17,,814.3,,Crime,2025-01-13,1
11770,15,Básico,628.5,Colombia,Documental,2019-09-11,1
11771,39,,188.8,Brasil,Thriller,2022-12-07,1
11772,13,Premium,929.1,,Drama,2018-10-07,0
11773,36,Básico,326.6,Chile,Romance,2023-04-05,0
11774,38,,297.8,,Comedia,2022-12-17,1
11775,35,,966.4,Brasil,Drama,2025-01-30,1
11776,38,,922.2,Colombia,Crime,2021-05-25,1
11777,13,,212.6,Brasil,Thriller,2021-01-30,2
11779,15,Premium,934.9,Argentina,Drama,2018-08-19,2
11780,48,Premium,1199.8,Argentina,Comedia,2021-12-12,0
11781,30,,814.4,Colombia,Romance,2023-09-10,0
11782,42,,991.0,Uruguay,Crime,2018-10-31,2
11783,35,,616.7,,Romance,2021-06-25,1
11784,26,,927.4,Chile,Thriller,2023-03-07,1
11785,24,Estándar,1241.7,Perú,Comedia,2023-01-26,0
11786,13,,736.1,Brasil,Documental,2018-06-04,0
11787,36,,1193.7,Argentina,Crime,2018-08-22,1
11788,15,,593.3,Uruguay,Romance,2022-02-19,0
11789,24,,437.6,Colombia,Thriller,2021-03-21,0
11790,46,,0.0,,Crime,2018-11-11,1
11791,24,,993.2,Colombia,Documental,2025-03-25,0
11792,35,,747.1,,Thriller,2019-01-05,1
11794,34,,1209.8,Brasil,Crime,2024-08-30,0
11795,50,,821.3,,Comedia,2023-09-08,0
11798,31,,656.9,Argentina,Documental,2024-07-05,0
11800,32,,1065.3,Chile,Comedia,2018-06-18,0
11801,39,Básico,296.8,Brasil,Thriller,2023-01-17,2
11802,35,,808.1,,Documental,2024-05-30,1
11803,40,,104.3,Chile,Documental,2025-04-23,0
11804,34,Premium,382.6,Brasil,Thriller,2020-02-11,0
11805,50,,489.9,,Crime,2021-08-09,2
11806,33,,798.3,Argentina,Documental,2024-10-14,0
11807,16,,0.0,,Drama,2023-05-03,1
11808,41,,304.9,,Drama,2023-08-16,0
11809,29,,625.4,Chile,Drama,2019-09-10,0
11810,42,Premium,1017.5,,Romance,2018-09-11,0
11812,18,,938.9,Uruguay,Comedia,2019-02-28,0
11815,43,,801.7,Uruguay,Comedia,2023-08-29,1
11816,36,,958.1,,Comedia,2025-03-31,1
11817,40,Premium,1241.3,Brasil,Comedia,2019-12-08,3
11818,39,,1005.8,Uruguay,Drama,2018-06-10,0
11819,52,,713.2,Argentina,Drama,2020-10-11,1
11820,24,Premium,1160.4,,Documental,2025-12-08,1
11821,49,Premium,1466.9,Uruguay,Drama,2022-11-29,1
11822,4,,201.5,Brasil,Drama,2022-12-05,3
11823,44,,1133.6,Colombia,Thriller,2023-11-17,0
11824,39,,1142.4,,Documental,2023-11-12,1
11825,36,Premium,991.1,Argentina,Drama,2024-11-02,0
11826,45,Premium,758.3,Colombia,Romance,2019-10-13,1
11828,49,,627.2,Argentina,Crime,2022-03-08,1
11829,32,,575.1,,Romance,2021-03-04,1
11830,40,,490.1,,Romance,2022-05-06,1
11831,34,,856.8,Chile,Romance,2022-08-02,2
11833,38,,1044.6,Colombia,Thriller,2025-08-12,1
11834,47,,986.7,Brasil,Drama,2024-09-14,1
11836,47,Premium,1287.2,Argentina,Drama,2025-01-28,0
11837,45,,968.2,Uruguay,Thriller,2025-04-05,0
11838,30,,407.5,Colombia,Comedia,2021-10-02,0
11839,29,,600.3,,Drama,2018-09-27,0
11840,29,Premium,1093.0,Uruguay,Romance,2021-09-12,0
11841,24,,1408.9,,Documental,2019-01-23,1
11842,31,Premium,1140.0,Brasil,Documental,2024-04-04,0
11844,33,,421.6,,Drama,2022-05-03,1
11845,29,,195.2,Uruguay,Comedia,2021-03-09,0
11846,33,,259.7,,Drama,2020-10-29,0
11847,25,,979.0,,Crime,2025-05-13,0
11848,28,,843.4,Brasil,Romance,2024-10-04,3
11849,36,,409.4,,Thriller,2019-09-08,0
11850,44,,284.4,Chile,Romance,2021-09-27,0
11851,21,Premium,1272.1,Colombia,Drama,2018-11-30,1
11852,25,,410.8,Uruguay,Documental,2024-07-14,0
11854,38,,496.7,Colombia,Thriller,2019-08-03,0
11855,43,,615.7,Argentina,Drama,2021-12-03,0
11856,32,Premium,1492.7,,Drama,2021-06-24,0
11858,32,,628.4,,Crime,2025-10-31,1
11859,13,,1218.9,,Drama,2025-06-05,0
11860,37,Premium,760.8,,Thriller,2022-05-25,2
11861,40,,483.6,,Documental,2019-06-13,0
11862,51,Premium,1376.3,,Drama,2024-09-03,0
11863,37,,592.4,Colombia,Comedia,2025-12-13,1
11865,29,Básico,460.5,Argentina,Comedia,2021-06-22,1
11866,58,Premium,1437.6,Brasil,Romance,2024-04-08,0
11870,22,,287.8,,Documental,2019-06-08,1
11871,36,,801.4,,Crime,2025-07-07,0
11872,55,,338.1,Colombia,Drama,2025-11-18,0
11873,41,,649.8,Chile,Documental,2025-09-08,0
11874,44,,373.9,,Comedia,2023-11-27,1
11875,61,,315.2,Chile,Comedia,2019-01-18,0
11877,37,Premium,1492.7,Chile,Comedia,2025-07-09,0
11879,26,,750.1,Chile,Romance,2023-09-14,2
11880,41,,509.2,Colombia,Crime,2022-01-22,1
11882,13,,427.2,Argentina,Romance,2022-01-25,0
11883,35,,860.7,Argentina,Documental,2021-06-19,2
11885,50,,478.1,Brasil,Comedia,2020-05-27,2
11887,40,,1164.9,,Drama,2023-06-15,1
11888,20,,361.7,Uruguay,Drama,2020-02-26,0
11889,29,,861.7,,Thriller,2020-07-16,0
11890,53,,1303.4,Chile,Thriller,2019-07-18,0
11891,32,Premium,1079.6,Argentina,Documental,2019-09-27,2
11892,39,,967.6,Colombia,Thriller,2018-11-13,1
11893,33,,940.0,,Thriller,2021-04-26,1
11895,35,,884.5,,Documental,2023-09-11,0
11896,44,Premium,760.8,Uruguay,Thriller,2024-01-20,2
11897,44,,463.5,Brasil,Crime,2023-11-27,1
11898,13,Premium,1099.5,Brasil,Documental,2018-06-04,1
11900,35,Premium,1183.4,Colombia,Crime,2021-10-11,1
11902,26,,611.7,,Romance,2019-06-21,1
11903,35,Premium,1157.7,Uruguay,Drama,2024-09-12,0
11904,51,,550.8,Argentina,Crime,2022-03-24,3
11905,23,,655.8,Uruguay,Drama,2019-09-24,2
11906,41,,869.6,Chile,Documental,2019-10-27,1
11907,51,,511.5,Uruguay,Thriller,2020-01-11,0
11908,33,,286.8,Argentina,Drama,2025-10-08,0
11910,31,,722.2,Argentina,Thriller,2019-11-10,1
11911,38,,903.1,Uruguay,Drama,2022-11-28,1
11912,20,,953.4,Chile,Crime,2018-06-28,1
11913,38,,0.0,,Documental,2022-08-10,1
11914,14,,700.2,Uruguay,Comedia,2022-02-01,0
11915,45,,1206.6,Brasil,Crime,2025-08-02,2
11916,14,,1496.5,,Comedia,2020-08-30,2
11917,32,,331.6,Uruguay,Romance,2022-12-25,1
11918,27,Premium,925.4,Chile,Thriller,2024-11-05,1
11920,27,,841.3,Colombia,Drama,2023-01-13,1
11923,38,,3419.1,Colombia,Thriller,2020-09-06,0
11924,26,,817.2,,Comedia,2021-06-21,0
11926,41,,732.2,Chile,Comedia,2020-03-05,0
11927,40,Estándar,1507.3,Uruguay,Documental,2022-02-15,1
11929,29,Premium,1413.1,Argentina,Documental,2024-05-25,1
11930,19,Premium,352.1,,Romance,2022-12-10,1
11931,39,,868.1,,Crime,2023-03-07,1
11932,27,,684.3,Chile,Documental,2021-02-28,0
11933,37,,491.8,Perú,Crime,2022-04-14,0
11934,41,,516.7,Colombia,Comedia,2023-08-22,0
11936,45,,447.4,Colombia,Comedia,2022-09-11,1
11939,13,,885.0,,Documental,2024-10-12,0
11940,46,Premium,1030.7,,Crime,2019-07-21,0
11941,41,,964.3,Brasil,Romance,2020-10-21,0
11943,13,,0.0,Chile,Drama,2025-03-11,1
11945,37,Premium,760.8,Uruguay,Thriller,2022-03-01,1
11946,26,,1070.2,,Drama,2024-03-21,1
11947,31,,412.9,Brasil,Thriller,2019-02-25,1
11948,42,Premium,861.9,,Crime,2025-12-23,1
11949,47,Premium,1390.5,Argentina,Crime,2023-10-15,0
11951,29,,0.0,,Thriller,2021-03-13,1
11952,51,,611.3,Colombia,Romance,2018-12-10,1
11953,13,Premium,924.3,Argentina,Crime,2019-10-19,0
11954,36,Básico,277.8,Colombia,Comedia,2021-01-22,1
11955,43,,818.3,Brasil,Documental,2023-01-15,1
11957,22,Premium,1389.8,Uruguay,Drama,2019-08-27,1
11959,41,,655.5,,Documental,2019-01-11,1
11960,30,,749.9,,Crime,2020-06-28,0
11961,44,,869.3,Argentina,Crime,2023-01-22,0
11962,39,Premium,2819.9,Chile,Drama,2021-12-02,1
11963,25,,499.3,Chile,Drama,2018-04-20,0
11964,15,,790.1,,Crime,2022-08-27,2
11966,25,,724.5,,Drama,2022-06-12,0
11967,45,,696.9,Chile,Crime,2023-08-19,0
11968,23,,707.7,Brasil,Crime,2022-03-12,2
11969,41,,606.2,Chile,Documental,2020-08-23,1
11970,28,Estándar,485.5,Chile,Comedia,2022-05-01,0
11972,37,,329.7,,Romance,2022-03-16,1
11974,58,,479.0,Argentina,Drama,2018-04-26,0
11975,30,Premium,1189.5,,Documental,2021-07-29,0
11976,31,,202.0,Brasil,Comedia,2019-02-10,0
11977,36,Premium,349.1,,Crime,2025-04-16,1
11979,23,,462.4,Brasil,Documental,2019-08-22,0
11981,26,Premium,885.9,,Documental,2018-06-06,1
11982,13,Premium,1024.2,Brasil,Romance,2021-03-21,0
11983,15,,579.9,Uruguay,Drama,2023-04-20,1
11985,37,,817.3,,Documental,2019-07-23,1
11986,21,,685.8,,Documental,2025-11-29,2
11988,42,,1048.0,Uruguay,Drama,2023-01-12,0
11989,31,,347.9,Colombia,Documental,2024-11-25,0
11990,13,,1303.1,Uruguay,Documental,2018-01-22,0
11992,37,,1179.7,Argentina,Comedia,2018-03-19,2
11994,29,Premium,701.0,,Thriller,2020-06-02,0
11995,44,,0.0,Argentina,Drama,2019-09-05,2
11997,45,,872.3,Uruguay,Drama,2024-10-29,1
11998,42,,1107.4,Brasil,Thriller,2023-12-02,0
11999,29,,318.7,,Comedia,2022-09-30,0
12000,40,,1379.3,,Crime,2019-04-01,0
12001,28,,715.0,,Romance,2021-03-26,0
12003,40,,304.1,Uruguay,Romance,2021-05-18,0
12004,31,Premium,1347.1,Uruguay,Comedia,2019-05-15,0
12011,14,Premium,1010.0,,Drama,2018-09-15,1
12012,13,,476.4,,Drama,2019-03-31,1
12013,29,,1402.7,,Thriller,2023-08-10,1
12015,35,,382.8,,Documental,2024-01-05,1
12016,26,,842.9,Argentina,Comedia,2018-03-09,0
12017,31,,586.7,Brasil,Crime,2025-02-01,0
12018,31,,940.0,Uruguay,Crime,2023-10-12,2
12020,18,,420.6,Brasil,Documental,2020-09-17,0
12021,28,,0.0,Chile,Thriller,2019-08-12,0
12023,35,,62.0,Argentina,Comedia,2022-10-25,1
12024,40,,566.9,,Romance,2018-01-07,0
12025,35,,316.1,,Thriller,2024-11-23,0
12026,55,,729.4,Colombia,Comedia,2021-12-16,1
12027,44,,526.6,,Crime,2020-09-12,1
12028,13,,0.0,Colombia,Documental,2024-05-26,0
12029,35,,864.0,,Drama,2022-09-03,2
12030,24,Básico,508.9,,Comedia,2020-02-07,1
12031,50,,857.5,,Documental,2025-06-14,0
12032,29,,506.7,,Comedia,2025-06-30,1
12035,45,Premium,545.6,Brasil,Crime,2022-01-17,0
12036,32,,3670.6,Colombia,Romance,2018-10-05,0
12038,39,,336.0,Brasil,Drama,2024-02-07,0
12040,42,,635.6,,Drama,2023-09-11,2
12041,16,,527.8,Colombia,Comedia,2024-03-19,2
12043,23,,765.0,Argentina,Drama,2022-05-19,3
12044,46,,1152.1,Colombia,Crime,2023-04-10,0
12045,27,,760.8,,Documental,2018-06-28,0
12046,25,,279.4,Colombia,Comedia,2025-02-16,0
12047,41,,311.1,Chile,Drama,2022-05-04,0
12048,43,,196.0,Chile,Thriller,2022-03-10,1
12049,37,,575.9,,Comedia,2020-11-04,3
12051,53,,682.8,,Documental,2022-01-02,1
12052,20,Premium,931.0,,Comedia,2018-10-04,0
12053,16,,877.9,Brasil,Romance,2021-11-13,0
12054,23,,1027.5,Colombia,Thriller,2020-09-14,0
